majority,probability
0.5058365758754864,0.5188067444876784
0.42277486910994766,0.4319371727748691
0.5054151624548736,0.516245487364621
0.40492957746478875,0.4284037558685446
0.515,0.53125
0.4489510489510489,0.45874125874125876
0.5753681392235609,0.68340026773761714
0.48567335243553006,0.48424068767908307
0.4129834254143646,0.43370165745856354
0.5149456521739131,0.5176630434782609
